"","location","infection_rate","death_rate","vaccines_offered","date"
"1","Afghanistan",0.0039759,0.0001851,4903368,2022-01-09
"2","Afghanistan",0.0039781,0.0001851,4925111,2022-01-11
"3","Afghanistan",0.0039814,0.0001852,4954809,2022-01-13
"4","Afghanistan",0.0039871,0.0001853,4985047,2022-01-17
"5","Afghanistan",0.0039932,0.0001854,5004050,2022-01-19
"6","Afghanistan",0.0040139,0.0001856,5046054,2022-01-24
"7","Afghanistan",0.0040339,0.0001858,5074196,2022-01-26
"8","Afghanistan",0.0040417,0.0001858,5081064,2022-01-27
"9","Afghanistan",0.00409,0.0001861,5125146,2022-01-31
"10","Afghanistan",0.0041217,0.0001862,5152297,2022-02-02
"11","Afghanistan",0.0041903,0.0001868,5216998,2022-02-07
"12","Afghanistan",0.0042988,0.0001883,5321308,2022-02-14
"13","Afghanistan",0.0043229,0.0001893,5412309,2022-02-20
"14","Afghanistan",0.0043528,0.0001906,5535254,2022-02-27
"15","Afghanistan",0.0043826,0.0001914,5597130,2022-03-06
"16","Afghanistan",0.0044412,0.0001921,5731146,2022-03-17
"17","Afghanistan",0.0044497,0.0001922,5751015,2022-03-22
"18","Afghanistan",0.0044658,0.0001926,5872684,2022-04-04
"19","Afghanistan",0.0044772,0.0001927,5940400,2022-04-14
"20","Albania",0.0737995,0.0011222,2356290,2022-01-04
"21","Albania",0.0737995,0.0011222,2367574,2022-01-05
"22","Albania",0.0748033,0.0011253,2398207,2022-01-08
"23","Albania",0.0767463,0.0011281,2410728,2022-01-10
"24","Albania",0.077504,0.0011302,2419734,2022-01-11
"25","Albania",0.0890174,0.0011605,2523683,2022-01-30
"26","Albania",0.0899927,0.0011647,2612804,2022-02-01
"27","Albania",0.0921093,0.0011765,2634377,2022-02-06
"28","Albania",0.0921967,0.0011789,2639523,2022-02-07
"29","Albania",0.0932872,0.0011869,2661838,2022-02-13
"30","Albania",0.0933902,0.0011883,2665804,2022-02-14
"31","Albania",0.0934553,0.0011904,2669695,2022-02-15
"32","Albania",0.0936116,0.0011915,2673183,2022-02-16
"33","Albania",0.0940377,0.0011967,2683715,2022-02-20
"34","Albania",0.0945121,0.0012057,2702638,2022-02-27
"35","Albania",0.094573,0.0012085,2708574,2022-03-01
"36","Albania",0.0947638,0.0012123,2723146,2022-03-07
"37","Albania",0.0948435,0.0012127,2729969,2022-03-10
"38","Albania",0.0949166,0.001213,2735318,2022-03-14
"39","Albania",0.0949242,0.0012134,2737859,2022-03-15
"40","Albania",0.0951143,0.0012144,2754244,2022-03-24
"41","Albania",0.0952089,0.0012155,2762715,2022-03-29
"42","Albania",0.0952605,0.0012155,2766890,2022-03-31
"43","Albania",0.0953426,0.0012155,2773475,2022-04-04
"44","Albania",0.0954105,0.0012155,2780674,2022-04-07
"45","Albania",0.0954491,0.0012158,2787225,2022-04-11
"46","Albania",0.0955038,0.0012165,2793310,2022-04-14
"47","Algeria",0.0049792,0.0001421,12974545,2022-01-09
"48","Algeria",0.005807,0.0001494,13461201,2022-02-08
"49","Algeria",0.0059183,0.0001523,13631683,2022-02-20
"50","Algeria",0.0059472,0.0001538,13704895,2022-03-09
"51","Andorra",0.3863795,0.0018357,135421,2022-01-16
"52","Andorra",0.4269333,0.0018616,140193,2022-01-23
"53","Andorra",0.4731365,0.0019004,141962,2022-02-06
"54","Andorra",0.4801303,0.0019133,142420,2022-02-13
"55","Andorra",0.4859348,0.0019391,151284,2022-02-20
"56","Andorra",0.5015125,0.001965,151997,2022-03-13
"57","Andorra",0.513393,0.0019779,152187,2022-03-27
"58","Andorra",0.5213434,0.0019779,152301,2022-04-10
"59","Angola",0.0025822,0.000053,11797041,2022-01-06
"60","Angola",0.0026302,0.0000536,12099891,2022-01-08
"61","Angola",0.0027084,0.0000543,12377226,2022-01-12
"62","Angola",0.0027495,0.0000546,12690132,2022-01-14
"63","Angola",0.0028462,0.0000556,13944656,2022-01-23
"64","Angola",0.0028888,0.0000558,14588435,2022-01-28
"65","Angola",0.0028959,0.0000558,15039557,2022-02-02
"66","Angola",0.0029013,0.0000559,15505389,2022-02-09
"67","Angola",0.0029043,0.000056,15902065,2022-02-15
"68","Angola",0.0029078,0.000056,16259606,2022-02-22
"69","Angola",0.00291,0.000056,16633167,2022-03-02
"70","Angola",0.0029124,0.000056,16850195,2022-03-08
"71","Angola",0.0029175,0.000056,17262044,2022-03-17
"72","Angola",0.0029205,0.000056,17535411,2022-03-25
"73","Angola",0.0029232,0.000056,18756893,2022-04-01
"74","Anguilla",0.134876,0.0003967,21046,2022-01-14
"75","Anguilla",0.144595,0.0004628,21256,2022-01-21
"76","Anguilla",0.1536529,0.0005289,21449,2022-01-28
"77","Anguilla",0.1560992,0.0005289,21612,2022-02-02
"78","Anguilla",0.1625124,0.000595,21783,2022-02-09
"79","Anguilla",0.1625124,0.000595,21783,2022-02-11
"80","Anguilla",0.165686,0.000595,21994,2022-02-16
"81","Anguilla",0.165686,0.000595,21994,2022-02-18
"82","Anguilla",0.1671405,0.000595,22165,2022-02-25
"83","Anguilla",0.1689256,0.000595,22377,2022-03-02
"84","Anguilla",0.1701818,0.000595,22420,2022-03-09
"85","Anguilla",0.1701818,0.000595,22420,2022-03-11
"86","Anguilla",0.1715702,0.000595,22639,2022-03-18
"87","Anguilla",0.1740826,0.000595,22714,2022-03-23
"88","Anguilla",0.1740826,0.000595,22714,2022-03-25
"89","Anguilla",0.1785124,0.000595,22714,2022-04-01
"90","Anguilla",0.1796364,0.000595,23126,2022-04-08
"91","Antigua and Barbuda",0.0477575,0.0012053,121415,2022-01-06
"92","Antigua and Barbuda",0.0528118,0.0012155,122215,2022-01-13
"93","Antigua and Barbuda",0.06525,0.0012762,123555,2022-01-26
"94","Antigua and Barbuda",0.0681873,0.0012864,123736,2022-02-05
"95","Antigua and Barbuda",0.0749028,0.0013674,124455,2022-02-17
"96","Antigua and Barbuda",0.0753282,0.0013674,124726,2022-02-28
"97","Antigua and Barbuda",0.0754295,0.0013674,125031,2022-03-01
"98","Antigua and Barbuda",0.0756219,0.0013674,125386,2022-03-14
"99","Antigua and Barbuda",0.0758751,0.0013674,125605,2022-03-31
"100","Argentina",0.1248729,0.0025699,78232742,2022-01-02
"101","Argentina",0.1258463,0.0025708,78720412,2022-01-03
"102","Argentina",0.127627,0.0025719,79267987,2022-01-04
"103","Argentina",0.1297136,0.002573,79809730,2022-01-05
"104","Argentina",0.132117,0.0025739,80352696,2022-01-06
"105","Argentina",0.1345406,0.0025748,80919063,2022-01-07
"106","Argentina",0.1367704,0.0025757,81188439,2022-01-08
"107","Argentina",0.138378,0.0025762,81351843,2022-01-09
"108","Argentina",0.1403153,0.0025774,81864161,2022-01-10
"109","Argentina",0.1432632,0.0025785,82362523,2022-01-11
"110","Argentina",0.1461374,0.0025802,82860655,2022-01-12
"111","Argentina",0.1489529,0.0025832,83324583,2022-01-13
"112","Argentina",0.1520194,0.0025852,83742828,2022-01-14
"113","Argentina",0.1541387,0.0025871,83929593,2022-01-15
"114","Argentina",0.1555693,0.0025883,84063023,2022-01-16
"115","Argentina",0.1578159,0.0025925,84481839,2022-01-17
"116","Argentina",0.1604687,0.0025966,84887560,2022-01-18
"117","Argentina",0.1632824,0.0026012,85273062,2022-01-19
"118","Argentina",0.1661265,0.0026051,85655119,2022-01-20
"119","Argentina",0.1687176,0.0026086,86025525,2022-01-21
"120","Argentina",0.1708697,0.0026116,86198490,2022-01-22
"121","Argentina",0.172402,0.002613,86316978,2022-01-23
"122","Argentina",0.174115,0.0026191,86682990,2022-01-24
"123","Argentina",0.1763266,0.0026247,87029219,2022-01-25
"124","Argentina",0.1782672,0.0026317,87372029,2022-01-26
"125","Argentina",0.1799716,0.002639,87723387,2022-01-27
"126","Argentina",0.1813724,0.0026456,88068791,2022-01-28
"127","Argentina",0.1822928,0.0026496,88225947,2022-01-29
"128","Argentina",0.1827658,0.0026529,88322246,2022-01-30
"129","Argentina",0.183719,0.0026592,88678342,2022-01-31
"130","Argentina",0.1847961,0.0026644,89018294,2022-02-01
"131","Argentina",0.1857843,0.0026715,89332876,2022-02-02
"132","Argentina",0.1867149,0.0026784,89611153,2022-02-03
"133","Argentina",0.187594,0.0026847,89932083,2022-02-04
"134","Argentina",0.1880728,0.0026879,90066857,2022-02-05
"135","Argentina",0.1883505,0.0026901,90158082,2022-02-06
"136","Argentina",0.1889076,0.0026958,90443501,2022-02-07
"137","Argentina",0.1896266,0.002702,90714073,2022-02-08
"138","Argentina",0.1902241,0.0027068,91013181,2022-02-09
"139","Argentina",0.1907747,0.0027125,91279976,2022-02-10
"140","Argentina",0.1911366,0.0027159,91519786,2022-02-11
"141","Argentina",0.1913848,0.0027187,91642744,2022-02-12
"142","Argentina",0.1915227,0.0027207,91719860,2022-02-13
"143","Argentina",0.1918089,0.0027266,91949065,2022-02-14
"144","Argentina",0.1922161,0.0027318,92165266,2022-02-15
"145","Argentina",0.1925896,0.0027357,92380059,2022-02-16
"146","Argentina",0.1929547,0.0027392,92590994,2022-02-17
"147","Argentina",0.1932921,0.0027422,92805642,2022-02-18
"148","Argentina",0.1934633,0.0027449,92892943,2022-02-19
"149","Argentina",0.1935609,0.002747,92946758,2022-02-20
"150","Argentina",0.1938058,0.0027508,93149288,2022-02-21
"151","Argentina",0.1941775,0.0027544,93352370,2022-02-22
"152","Argentina",0.194453,0.0027579,93557194,2022-02-23
"153","Argentina",0.1946788,0.00276,93728000,2022-02-24
"154","Argentina",0.1948868,0.0027619,93933647,2022-02-25
"155","Argentina",0.1950095,0.0027639,94006152,2022-02-26
"156","Argentina",0.1950886,0.0027654,94041264,2022-02-27
"157","Argentina",0.1951649,0.0027661,94085984,2022-02-28
"158","Argentina",0.1952421,0.0027684,94129648,2022-03-01
"159","Argentina",0.1954206,0.0027714,94263164,2022-03-02
"160","Argentina",0.1956227,0.0027744,94389983,2022-03-03
"161","Argentina",0.1958061,0.0027765,94514731,2022-03-04
"162","Argentina",0.1959032,0.0027783,94573051,2022-03-05
"163","Argentina",0.1959531,0.0027796,94627876,2022-03-06
"164","Argentina",0.1960909,0.0027813,94779882,2022-03-07
"165","Argentina",0.1962329,0.0027826,94883369,2022-03-08
"166","Argentina",0.1963665,0.0027837,95002069,2022-03-09
"167","Argentina",0.1965011,0.0027849,95117876,2022-03-10
"168","Argentina",0.1966242,0.0027859,95245275,2022-03-11
"169","Argentina",0.1966897,0.0027874,95301870,2022-03-12
"170","Argentina",0.1967168,0.0027888,95330123,2022-03-13
"171","Argentina",0.1968187,0.0027904,95435126,2022-03-14
"172","Argentina",0.19693,0.0027912,95560096,2022-03-15
"173","Argentina",0.1970326,0.0027921,95678011,2022-03-16
"174","Argentina",0.197133,0.0027927,95791573,2022-03-17
"175","Argentina",0.1974491,0.0027944,95912644,2022-03-18
"176","Argentina",0.1974863,0.0027953,95979399,2022-03-19
"177","Argentina",0.1975132,0.0027956,96010823,2022-03-20
"178","Argentina",0.1975925,0.0027979,96126552,2022-03-21
"179","Argentina",0.1976953,0.0027995,96232729,2022-03-22
"180","Argentina",0.1977743,0.0028012,96347261,2022-03-23
"181","Argentina",0.197809,0.0028018,96371413,2022-03-24
"182","Argentina",0.1978653,0.0028033,96480822,2022-03-25
"183","Argentina",0.197897,0.0028046,96529968,2022-03-26
"184","Argentina",0.197915,0.0028047,96551637,2022-03-27
"185","Argentina",0.1979732,0.0028054,96656645,2022-03-28
"186","Argentina",0.1980484,0.002806,96750068,2022-03-29
"187","Argentina",0.1981135,0.0028066,96840654,2022-03-30
"188","Argentina",0.1981745,0.0028071,96935448,2022-03-31
"189","Argentina",0.1982167,0.0028078,97020902,2022-04-01
"190","Argentina",0.1982343,0.002808,97045012,2022-04-02
"191","Argentina",0.1982449,0.0028081,97059390,2022-04-03
"192","Argentina",0.1982882,0.0028085,97133120,2022-04-04
"193","Argentina",0.1983371,0.002809,97203313,2022-04-05
"194","Argentina",0.1983827,0.0028098,97262155,2022-04-06
"195","Argentina",0.1984231,0.0028101,97318719,2022-04-07
"196","Argentina",0.1984668,0.0028109,97380476,2022-04-08
"197","Argentina",0.1984852,0.002811,97405926,2022-04-09
"198","Argentina",0.1984952,0.002811,97416615,2022-04-10
"199","Argentina",0.19853,0.0028118,97474582,2022-04-11
"200","Argentina",0.1985756,0.0028125,97530883,2022-04-12
"201","Argentina",0.1986133,0.0028129,97576837,2022-04-13
"202","Argentina",0.1986446,0.0028134,97576837,2022-04-14
"203","Armenia",0.1162372,0.0026876,1660256,2022-01-02
"204","Armenia",0.1165229,0.0026956,1694518,2022-01-09
"205","Armenia",0.1171732,0.002702,1761529,2022-01-17
"206","Armenia",0.1184959,0.0027047,1825382,2022-01-23
"207","Armenia",0.1234559,0.0027108,1883413,2022-01-30
"208","Armenia",0.1313815,0.0027243,1925556,2022-02-06
"209","Armenia",0.1369142,0.0027516,1971565,2022-02-13
"210","Armenia",0.1399751,0.0028038,1992891,2022-02-20
"211","Armenia",0.1413999,0.0028466,2042616,2022-02-27
"212","Armenia",0.1421785,0.002888,2088962,2022-03-13
"213","Armenia",0.1422806,0.0028958,2107032,2022-03-20
"214","Armenia",0.1423705,0.0029032,2141957,2022-04-03
"215","Aruba",0.21501,0.0016885,163843,2022-01-04
"216","Aruba",0.2258501,0.0016885,163956,2022-01-05
"217","Aruba",0.2355893,0.0016885,164103,2022-01-06
"218","Aruba",0.2440972,0.0016885,164165,2022-01-07
"219","Aruba",0.2601894,0.0016978,164295,2022-01-10
"220","Aruba",0.2668128,0.0016978,164348,2022-01-11
"221","Aruba",0.2721769,0.0016978,164494,2022-01-12
"222","Aruba",0.2770092,0.0017165,164546,2022-01-13
"223","Aruba",0.2808433,0.0017165,164625,2022-01-14
"224","Aruba",0.2837819,0.0017165,164635,2022-01-15
"225","Aruba",0.2889687,0.0017352,164725,2022-01-17
"226","Aruba",0.2923457,0.0017352,164833,2022-01-18
"227","Aruba",0.2948179,0.0017445,164933,2022-01-19
"228","Aruba",0.2969821,0.0017445,165016,2022-01-20
"229","Aruba",0.2990438,0.0017445,165593,2022-01-21
"230","Aruba",0.3005737,0.0017445,165703,2022-01-22
"231","Aruba",0.3015253,0.0017818,166004,2022-01-23
"232","Aruba",0.3034097,0.0018005,166117,2022-01-25
"233","Aruba",0.3052195,0.0018005,166235,2022-01-27
"234","Aruba",0.3060591,0.0018005,166344,2022-01-28
"235","Aruba",0.3078502,0.0018005,166440,2022-01-31
"236","Aruba",0.3086338,0.0018005,166531,2022-02-01
"237","Aruba",0.3092122,0.0018005,166610,2022-02-02
"238","Aruba",0.3097159,0.0018098,166692,2022-02-03
"239","Aruba",0.3101077,0.0018098,166780,2022-02-04
"240","Aruba",0.31091,0.0018191,166865,2022-02-07
"241","Aruba",0.3113671,0.0018284,166939,2022-02-08
"242","Aruba",0.3116377,0.0018284,167042,2022-02-09
"243","Aruba",0.3119175,0.0018284,167119,2022-02-10
"244","Aruba",0.3120948,0.0018284,167205,2022-02-11
"245","Aruba",0.3126359,0.0018471,167267,2022-02-14
"246","Aruba",0.3128038,0.0018471,167315,2022-02-15
"247","Aruba",0.312925,0.0018471,167391,2022-02-16
"248","Aruba",0.3131489,0.0018471,167471,2022-02-17
"249","Aruba",0.3133075,0.0018471,167581,2022-02-18
"250","Aruba",0.3136154,0.0019684,167634,2022-02-21
"251","Aruba",0.3137366,0.0019684,167681,2022-02-22
"252","Aruba",0.3138486,0.0019684,167717,2022-02-23
"253","Aruba",0.3139605,0.0019684,167759,2022-02-24
"254","Aruba",0.3141005,0.0019684,167820,2022-02-25
"255","Aruba",0.3142311,0.0019684,167903,2022-03-01
"256","Aruba",0.3142311,0.0019684,167957,2022-03-02
"257","Aruba",0.3142311,0.0019684,167993,2022-03-03
"258","Aruba",0.3146789,0.0019777,168036,2022-03-04
"259","Aruba",0.3146789,0.0019777,168040,2022-03-06
"260","Aruba",0.3146789,0.0019777,168093,2022-03-07
"261","Aruba",0.3146789,0.0019777,168150,2022-03-08
"262","Aruba",0.3146789,0.0019777,168196,2022-03-09
"263","Aruba",0.3146789,0.0019777,168309,2022-03-10
"264","Aruba",0.3152759,0.0019777,168314,2022-03-12
"265","Aruba",0.3152759,0.0019777,168364,2022-03-14
"266","Aruba",0.3152759,0.0019777,168404,2022-03-15
"267","Aruba",0.3154718,0.0019777,168442,2022-03-16
"268","Aruba",0.3157144,0.0019777,168495,2022-03-17
"269","Aruba",0.3157144,0.0019777,168599,2022-03-21
"270","Aruba",0.3157144,0.0019777,168695,2022-03-22
"271","Aruba",0.3157144,0.0019777,168816,2022-03-23
"272","Aruba",0.3157144,0.0019777,168887,2022-03-24
"273","Aruba",0.3165166,0.0019777,169010,2022-03-25
"274","Aruba",0.3165166,0.0019777,169017,2022-03-26
"275","Aruba",0.3165166,0.0019777,169131,2022-03-28
"276","Aruba",0.3165166,0.0019777,169231,2022-03-29
"277","Aruba",0.3168618,0.0019777,169304,2022-03-30
"278","Aruba",0.3168618,0.0019777,169341,2022-03-31
"279","Aruba",0.3176547,0.0019777,169420,2022-04-03
"280","Aruba",0.3176547,0.0019777,169468,2022-04-04
"281","Aruba",0.3176547,0.0019777,169526,2022-04-05
"282","Aruba",0.3180092,0.0019777,169559,2022-04-06
"283","Aruba",0.3180092,0.0019777,169591,2022-04-07
"284","Aruba",0.3189421,0.0019777,169674,2022-04-08
"285","Aruba",0.3189421,0.0019777,169728,2022-04-11
"286","Aruba",0.3189421,0.0019777,169782,2022-04-12
"287","Aruba",0.3196418,0.0019777,169859,2022-04-13
"288","Aruba",0.3203974,0.0019777,169887,2022-04-14
"289","Australia",0.0191003,0.0000879,42768270,2022-01-02
"290","Australia",0.0208354,0.000088,42812691,2022-01-03
"291","Australia",0.0236078,0.0000888,43024593,2022-01-04
"292","Australia",0.0265326,0.0000893,43286155,2022-01-05
"293","Australia",0.0295661,0.00009,43558448,2022-01-06
"294","Australia",0.0333699,0.0000906,43823668,2022-01-07
"295","Australia",0.0377094,0.0000917,43987111,2022-01-08
"296","Australia",0.0405337,0.0000926,44086608,2022-01-09
"297","Australia",0.0441712,0.0000936,44374463,2022-01-10
"298","Australia",0.0474443,0.0000956,44700720,2022-01-11
"299","Australia",0.0542409,0.0000978,45045755,2022-01-12
"300","Australia",0.0592116,0.0000997,45391353,2022-01-13
"301","Australia",0.0625576,0.0001016,45729166,2022-01-14
"302","Australia",0.0669343,0.0001037,45919637,2022-01-15
"303","Australia",0.0692567,0.0001044,46034466,2022-01-16
"304","Australia",0.0725278,0.0001075,46361913,2022-01-17
"305","Australia",0.0758089,0.0001102,46682438,2022-01-18
"306","Australia",0.0784304,0.0001121,47013624,2022-01-19
"307","Australia",0.0809099,0.0001155,47364850,2022-01-20
"308","Australia",0.0825838,0.000118,47698880,2022-01-21
"309","Australia",0.0851889,0.000121,47889638,2022-01-22
"310","Australia",0.0864389,0.0001221,48010195,2022-01-23
"311","Australia",0.0886888,0.0001253,48330551,2022-01-24
"312","Australia",0.0907409,0.0001279,48651936,2022-01-25
"313","Australia",0.0927192,0.0001315,48734111,2022-01-26
"314","Australia",0.0952871,0.0001348,49037474,2022-01-27
"315","Australia",0.0978457,0.0001408,49343894,2022-01-28
"316","Australia",0.0996782,0.0001442,49516636,2022-01-29
"317","Australia",0.1011021,0.0001458,49607239,2022-01-30
"318","Australia",0.1000607,0.0001487,49866290,2022-01-31
"319","Australia",0.1016174,0.0001514,50132340,2022-02-01
"320","Australia",0.1025569,0.0001546,50400541,2022-02-02
"321","Australia",0.1038047,0.0001579,50653287,2022-02-03
"322","Australia",0.1048648,0.0001611,50900072,2022-02-04
"323","Australia",0.1057561,0.0001629,51027861,2022-02-05
"324","Australia",0.1067351,0.0001647,51098236,2022-02-06
"325","Australia",0.1077965,0.0001668,51313905,2022-02-07
"326","Australia",0.1090184,0.0001696,51533463,2022-02-08
"327","Australia",0.1094637,0.0001715,51747277,2022-02-09
"328","Australia",0.1106755,0.0001737,51948284,2022-02-10
"329","Australia",0.1115504,0.0001762,52150693,2022-02-11
"330","Australia",0.1125434,0.0001781,52258992,2022-02-12
"331","Australia",0.11302,0.0001785,52308370,2022-02-13
"332","Australia",0.1142187,0.0001809,52474947,2022-02-14
"333","Australia",0.1151646,0.0001833,52635184,2022-02-15
"334","Australia",0.1150648,0.000186,52791256,2022-02-16
"335","Australia",0.1159462,0.0001874,52941505,2022-02-17
"336","Australia",0.1168465,0.0001892,53096563,2022-02-18
"337","Australia",0.1175203,0.0001905,53183572,2022-02-19
"338","Australia",0.1182267,0.0001911,53224792,2022-02-20
"339","Australia",0.1192025,0.0001926,53365398,2022-02-21
"340","Australia",0.1201808,0.0001949,53497461,2022-02-22
"341","Australia",0.1211445,0.0001963,53621446,2022-02-23
"342","Australia",0.1221787,0.0001976,53744582,2022-02-24
"343","Australia",0.1229466,0.000199,53866202,2022-02-25
"344","Australia",0.1236269,0.0002,53932803,2022-02-26
"345","Australia",0.1244599,0.0002005,53963467,2022-02-27
"346","Australia",0.1254455,0.000202,54065507,2022-02-28
"347","Australia",0.1262891,0.0002043,54155508,2022-03-01
"348","Australia",0.1278407,0.0002061,54241892,2022-03-02
"349","Australia",0.1288163,0.0002076,54327853,2022-03-03
"350","Australia",0.1296972,0.0002095,54418534,2022-03-04
"351","Australia",0.130371,0.00021,54469705,2022-03-05
"352","Australia",0.1312311,0.0002104,54492395,2022-03-06
"353","Australia",0.1329746,0.0002119,54570032,2022-03-07
"354","Australia",0.1341648,0.0002131,54659334,2022-03-08
"355","Australia",0.1355737,0.0002141,54749553,2022-03-09
"356","Australia",0.1368026,0.0002152,54842227,2022-03-10
"357","Australia",0.1381628,0.000216,54948620,2022-03-11
"358","Australia",0.1394616,0.0002166,55020466,2022-03-12
"359","Australia",0.1404869,0.0002168,55054842,2022-03-13
"360","Australia",0.1416038,0.0002177,55128376,2022-03-14
"361","Australia",0.1437097,0.0002186,55224388,2022-03-15
"362","Australia",0.1459258,0.0002196,55316946,2022-03-16
"363","Australia",0.1478323,0.0002207,55408135,2022-03-17
"364","Australia",0.149653,0.0002219,55507339,2022-03-18
"365","Australia",0.1512372,0.000222,55577748,2022-03-19
"366","Australia",0.1529136,0.0002224,55613993,2022-03-20
"367","Australia",0.1549712,0.0002235,55700491,2022-03-21
"368","Australia",0.1572031,0.0002244,55783094,2022-03-22
"369","Australia",0.1595182,0.0002256,55854308,2022-03-23
"370","Australia",0.1621079,0.0002268,55932910,2022-03-24
"371","Australia",0.1639687,0.0002278,56017618,2022-03-25
"372","Australia",0.1657815,0.0002285,56077605,2022-03-26
"373","Australia",0.1677581,0.0002287,56107787,2022-03-27
"374","Australia",0.1699194,0.0002298,56179315,2022-03-28
"375","Australia",0.1724602,0.0002311,56242913,2022-03-29
"376","Australia",0.1747961,0.0002324,56303174,2022-03-30
"377","Australia",0.1773316,0.000233,56362692,2022-03-31
"378","Australia",0.1794681,0.0002468,56421957,2022-04-01
"379","Australia",0.1813332,0.0002475,56461823,2022-04-02
"380","Australia",0.182908,0.0002479,56481559,2022-04-03
"381","Australia",0.1850618,0.0002491,56532490,2022-04-04
"382","Australia",0.188001,0.0002506,56579444,2022-04-05
"383","Australia",0.1904288,0.0002519,56624383,2022-04-06
"384","Australia",0.1927741,0.0002531,56668400,2022-04-07
"385","Australia",0.1946865,0.000254,56715194,2022-04-08
"386","Australia",0.1961998,0.0002545,56738523,2022-04-09
"387","Australia",0.1980892,0.0002547,56751553,2022-04-10
"388","Australia",0.1998833,0.0002563,56805008,2022-04-11
"389","Australia",0.2019391,0.0002578,56848280,2022-04-12
"390","Australia",0.2040606,0.0002595,56887009,2022-04-13
"391","Austria",0.1461588,0.0015293,16883239,2022-01-07
"392","Austria",0.1560776,0.0015376,17217079,2022-01-14
"393","Austria",0.1692919,0.0015433,17459816,2022-01-21
"394","Austria",0.1953199,0.0015549,17657859,2022-01-28
"395","Austria",0.2206491,0.0015694,17857785,2022-02-04
"396","Austria",0.2452247,0.0015854,17962295,2022-02-11
"397","Austria",0.2681326,0.0016075,18021765,2022-02-18
"398","Austria",0.2886504,0.0016283,18063451,2022-02-25
"399","Austria",0.3105148,0.0016543,18098822,2022-03-04
"400","Austria",0.3396414,0.0016768,18126542,2022-03-11
"401","Austria",0.3745422,0.0016968,18149729,2022-03-18
"402","Austria",0.405283,0.0017272,18173752,2022-03-25
"403","Austria",0.4262274,0.0017588,18196004,2022-04-01
"404","Austria",0.4383738,0.0017879,18217076,2022-04-08
"405","Austria",0.4427775,0.0018009,18226471,2022-04-12
"406","Azerbaijan",0.0604185,0.0008192,11346285,2022-01-02
"407","Azerbaijan",0.0604452,0.00082,11346365,2022-01-03
"408","Azerbaijan",0.0604856,0.0008215,11346548,2022-01-04
"409","Azerbaijan",0.0605397,0.0008225,11373965,2022-01-05
"410","Azerbaijan",0.0605968,0.0008238,11407447,2022-01-06
"411","Azerbaijan",0.0606503,0.0008247,11439291,2022-01-07
"412","Azerbaijan",0.0607119,0.0008253,11471597,2022-01-08
"413","Azerbaijan",0.0607662,0.0008261,11498372,2022-01-09
"414","Azerbaijan",0.0607984,0.0008272,11498430,2022-01-10
"415","Azerbaijan",0.0608642,0.0008286,11531165,2022-01-11
"416","Azerbaijan",0.0609273,0.0008295,11562620,2022-01-12
"417","Azerbaijan",0.0609933,0.0008305,11592507,2022-01-13
"418","Azerbaijan",0.0611266,0.0008324,11648496,2022-01-15
"419","Azerbaijan",0.0612056,0.0008335,11672083,2022-01-16
"420","Azerbaijan",0.0612407,0.0008343,11672089,2022-01-17
"421","Azerbaijan",0.0613317,0.0008354,11701685,2022-01-18
"422","Azerbaijan",0.0614443,0.0008363,11729782,2022-01-19
"423","Azerbaijan",0.0615603,0.0008377,11756566,2022-01-20
"424","Azerbaijan",0.0616648,0.0008394,11765037,2022-01-21
"425","Azerbaijan",0.0618226,0.0008409,11791254,2022-01-22
"426","Azerbaijan",0.0619886,0.0008422,11813840,2022-01-23
"427","Azerbaijan",0.0620627,0.0008431,11813843,2022-01-24
"428","Azerbaijan",0.0623041,0.0008443,11845510,2022-01-25
"429","Azerbaijan",0.0626163,0.0008461,11876073,2022-01-26
"430","Azerbaijan",0.0629451,0.0008475,11905588,2022-01-27
"431","Azerbaijan",0.0632937,0.0008493,11936475,2022-01-28
"432","Azerbaijan",0.0637111,0.000851,11971021,2022-01-29
"433","Azerbaijan",0.0641947,0.0008529,12000749,2022-01-30
"434","Azerbaijan",0.0644085,0.0008543,12000767,2022-01-31
"435","Azerbaijan",0.0649194,0.0008564,12039129,2022-02-01
"436","Azerbaijan",0.0655669,0.0008587,12075995,2022-02-02
"437","Azerbaijan",0.0661648,0.0008605,12114431,2022-02-03
"438","Azerbaijan",0.0668544,0.000863,12149831,2022-02-04
"439","Azerbaijan",0.067608,0.0008653,12186279,2022-02-05
"440","Azerbaijan",0.0687969,0.0008704,12218614,2022-02-07
"441","Azerbaijan",0.0694847,0.0008725,12261740,2022-02-08
"442","Azerbaijan",0.0702456,0.0008753,12306245,2022-02-09
"443","Azerbaijan",0.0709921,0.0008776,12349272,2022-02-10
"444","Azerbaijan",0.071638,0.0008801,12390636,2022-02-11
"445","Azerbaijan",0.0722198,0.000883,12434328,2022-02-12
"446","Azerbaijan",0.072889,0.0008852,12478257,2022-02-13
"447","Azerbaijan",0.0731579,0.0008879,12478529,2022-02-14
"448","Azerbaijan",0.0736163,0.0008906,12549963,2022-02-15
"449","Azerbaijan",0.0743155,0.0008928,12627370,2022-02-16
"450","Azerbaijan",0.0747507,0.0008957,12720225,2022-02-17
"451","Azerbaijan",0.0772088,0.000931,13159751,2022-03-06
"452","Azerbaijan",0.0772234,0.0009323,13159756,2022-03-07
"453","Azerbaijan",0.0772504,0.0009338,13176571,2022-03-08
"454","Azerbaijan",0.0772627,0.0009349,13176634,2022-03-09
